,year,sentence
6138,1924,"Reductions in Lowell, Mass, mills Lowell Textile Mills Cut Wages."
6139,1924,"Will assist S P Gilbert, Agent Gen for Reparations at Berlin H.C. Breck to Be Aid to Gilbert."
6140,1924," $750,000 QUEENS DEAL.; Builders, Sell Queens Boulevard Court, in Long Island City."
6141,1924,"Dr L R G Crandon, husband of ""Margery"" attacks investigators for Scientific Amer, art in Scientific Amer PSYCHIC 'MARGERY' WARMLY DEFENDED; Husband, Dr. Crandon, Attacks Investigators for The Scientific American."
6142,1924," SEAT SELLS FOR $100,000.; A New Record Price for the Year Reported in Wall Street."
6143,1924,W Churchill renews Bonar Law offer to reduce total of debt to Britain two-thirds FRANCE NOW SEEKS DEBT SETTLEMENT WITH BRITAIN FIRST; Bonar Law Offer to Reduce Total Two-thirds Is Renewed by Churchill.
6144,1924,"Sued for $10,000 by L S McKenna over sale of player Elsh to White Sox PIRATES SUED FOR $10,000,; Former Western League Club Owner Files Claim for Elsh's Sale."
6145,1924,Delegation of Natl Ski Assn gives skiis to Pres and Mrs Coolidge GIVES SKIIS TO COOLIDGE.; Delegation Is Told by President of How He Used Them as a Boy.
6146,1924, Front Page 2 -- No Title
6147,1924,Divd Goodyear Tire Dividend.
6148,1924,Bank borrowings paid off FIRESTONE TIRE CO. INCREASES DIVIDEND; Quarterly Rate on Common Is Made $1.50 -- Earnings Reported Equal to $17 a Share. MANY OTHER PAYMENTS Distributions on Large Number of Industrial and Utility Stocks Are Announced.
6149,1924,Report on conditions REPORT COMMENDS BEDFORD REFORMATORY; Inspectors Find Girls Better Cared For and Say No Complaints Were Made.
6150,1924,"Made Vice Pres and Chmn of Mfg Com of General Electric Co OFFER $50,000,000 BONDS OF BELGIUM; Morgan & Co. Make a Time Record in Flashing the Terms to Syndicate Bankers."
6151,1924,Vs Rappaport DOYLE BEATS RAPPAPORT.; Outpoints Newark Boxer In 12-Round Bout at Laurel A.C.
6152,1924,"Tentative draft of new charter read by W Wallin at N Y C meetings of Co Govt Comm, centres power in pres; details; Surrogate G A Slater objects to presence of Co Atty and of Co Engineer on Bd of Contract and Supply; draft sent to conference with Bd of Supervisors; must be approved by Legis and voters CHARTER FOR COUNTY PROVIDES CITY RULE; New Government Proposed for Westchester Centres Powers in One Man."
6153,1924,"Vs Fordham FORDHAM QUINTET DEFFATS YALE, 31-8; Zakszewski, With 5 Field Goals, Leads in Victorious Attack at New Haven. CAVANAGH GETS SIX POINTS New Yorkers, Held to 7-7 Score in First Half, Clinch Game in the Last Period."
6154,1924,Off on last trip; gift from Pilots' Assn; statement HAYES OFF ON LAST TRIP AS COMMANDER; Sir Bertram Receives Gift From Pilots in the Majestic's Wheelhouse.
6155,1924,Ill DEBUTANTE FETES IN DAY'S GAYETIES; Miss Rita Robinson Greeted at a Luncheon Given by Her Mother at Pierre's.
6156,1924,"ALBANY, Dec. 18. -- Fifty-seven new corporations, with an aggregate capitalization of $3,309,000, were chartered today. They include:   New York Charters."
6157,1924,Death JOHN L. BILLARD DIES.; Active in the Fight Over Control of the Boston & Maine Road.
6158,1924, Lewis to Wrestle in Europe.
6159,1924,Lr on U S and League of Nations Mandate for the World Court.
6160,1924,Denies knowledge of telegrams transferring funds for Republican campaign to Western Fed Reserve Banks DROPS SLUSH FUND CHARGES; Committee Is Told Telegrams on Million-Dollar Transfer Are Forged.
6161,1924,Ed INQUIRY NOT TRIAL.
6162,1924,Cabinet Rets army and navy programs JAPANESE CABINET GETS AVIATION PROGRAM; It Provides for Expansion and Reorganization of Army and Naval Services.
6163,1924,"The cotton market not only recovered the late afternoon setback of the previous session, but advanced yesterday to new high levels for the present movement. The combined buying power represented by purchases by those who had sold for a decline last week, price fixing by domestic mills, arbitrage operations between New York and Liverpool and more active commission house participation, absorbed all realizing and Southern selling at the advance.   COTTON CONTRACTS READILY ABSORBED; New Buying Power Enters the Market, With Prices Up 27 to 31 Points."
6164,1924,Gov Bone asks Pres and Mrs Coolidge to visit Alaska in 1925 Alaska Invites Coolidges for 1925.
6165,1924,Tribute to A Belmont FATE OF BELMONT STABLE IN DOUBT; Future of the Famous Racing and Breeding Stock Depends on Widow's Wishes.
6166,1924,"Stock increased $11,000,000 BONDS TAKEN IN A MINUTE; Greek Government Offering Subscribed 20 Times Over Before Books Close."
6167,1924,Ed on his statements on college students SOLELY CULTURAL.
6168,1924,"Annual meeting and dinner; officers elected BRIGGS STOCK OFFERING.; Block of 400,000 Shares to Yield About 8.90 Per Cent."
6169,1924,"Transfer appraisal of estate is filed TAX ON W.W. LAW ESTATE.; Transfer Appraisal of Founder of Briarclif Manor $2,224,449."
6170,1924,"J Royall dies; longshoreman found dead in bed REED DENOUNCES POISON IN ALCOHOL; Missouri Senator Calls Government System of Denaturing an ""Approach to Murder."""
6171,1924,"Vs Harvard HARVARD CAPTURES HOCKEY MATCH, 6-1; Defeats Boston University in Hard-Fought Contest -- Beals Is Star."
6172,1924,Will introduce bill turning ravenues from city's golf courses to their own upkeep HULBERT PLANS AID FOR CITY'S LINKS; Will Introduce Bill Turning Revenues From Golf Courses to Their Own Upkeep.
6173,1924,"Large collection of gold coins reported found in safe deposit boxes after death FIND $1,750,000 GOLD IN DEPOSIT BOXES; Executors of Pittsburgh Coin Collector's Estate Discover Large Stock Hidden."
6174,1924,Noli reported in flight ALBANIAN REBELS OVERTHROW PREMIER; Bishop Noli Is Reported in Flight as Insurgents Extend Their Control.
6175,1924, Outstanding Developments of Second Day Of the Investigation of Transit Conditions
6176,1924,"Yesterday's stock market was of a kind that would have caused admiring wonderment in what may be called the ""pre-bull-movement"" days. It presented the spectacle of a very fair number of stocks rising 2 or 4 points, two or three advancing 6 and 8, and one being bid up 20 points.   FINANCIAL MARKETS; Some Stocks Advance, Others Decline -- Money 3%, Sterling Little Changed."
6177,1924, BERLIN TALKS WITH LONDON; Telephone Conversations Between Them Carried On for First Time.
6178,1924,Denies report that he gave Natl Museum of Engineering right to erect bust of him Edison Denies Bust Report.
6179,1924,Death Joseph Wertheim Dies in His Auto. l
6180,1924,Witnesses testify as to Forbes's trip West WITNESSES TRACE FORBES'S TRIP WEST; Government Seeks to Show That Hospital Graft Conspiracy Began at That Time. CONTRACTOR A WITNESS Townsman of Coolidge Tells of Seeing Cramer and Being Underbid by Pontiac Company.
6181,1924,"H Carter arrived in Cairo, hopes to reopen tomb of Tut-ankh-Amen in Jan HOWARD CARTER IN CAIRO.; He Plans to Reopen the Tomb of Tut-ankh-Amen in January."
6182,1924,Replies to Lord Newton on Russian relations in House of Lords COMPARES ZINOVIEFF AND SACKVILLE-WEST; Speaker in the House of Lords Recalls American Action on Outside Interference.
6183,1924,"Mrs E B Nichols apptd Asst Cashier CALL MONEY OFF, TIME RATE STEADY; First Named Goes to 2 1/2%, the Lowest Point Since November 28."
6184,1924,"Bonus to employes MORE BANKS VOTE A CHRISTMAS BONUS; Equitable Trust, Bankers Trust, Standard Bank and Metropolitan Trust Among Them."
6185,1924,British Govt tells claimants of alleged fortune left by man named Webber in U S does not exist TELLS WEBBER 'HEIRS' NO FORTUNE EXISTS; British Government Assures Them That No Such Millions Were Left Intestate in America.
6186,1924, Front Page 1 -- No Title
6187,1924,Death WM. THOMSON'S FUNERAL.; Second Presbyterian Church Filled at Services for Publisher.
6188,1924,"Correction of reports LUDLOW GEM THEFT NOT FOR AMERICAN; London Professional, Trained in American Methods, Called Organizer of Robbery."
6189,1924,"KINGSTON, Ontario, Dec. 18. -- Queens University senior basketball team, senior champions of the Canadian intercollegiate series in 1924, will leave Kingston on Dec. 29 on a two weeks' tour of the United States. The following players will make the trip: Jones, Haslam, Henderson, Mainguy, Thomas, Dunlop and Captain Hannon.   QUEENS FIVE TO PLAY HERE.; Canadian University Team Books Brooklyn and Newark Games."
6190,1924,"The delay in the settlement of the French debt to America, resulting from M. HERRIOT'S decision to await the working out of the Dawes plan and to consider the new British offer of reducing the allied debt to Great Britain, was expected. Incidentally, it should put an end to English criticism of us for seeking a settlement and to American resentment of Britain's demand to share pari passu in any payments which France might make.   FRANCE AND HER DEBTS."
6191,1924,"Ed, Labor leadership LABOR LEADERSHIP."
6192,1924,"Discusses Dickens's unfair view of Amer, in add to English-Speaking Union in London TELLS CHANGES HERE SINCE DICKENS'S VISIT; Sir Alfred Robbins, Back Home, Tells London Audience Slavery Biased Writer."
6193,1924,"Vs Loyola NAVY FIVE BEATS LOYOLA BY 32-17; Wins Third Straight Contest of Season -- Craig Is Star, Making 14 Points."
6194,1924,Correction GOLDSTEIN DEFENDS HIS TITLE TONIGHT; Meets Cannonball Martin for Bantamweight Honors in Garden Ring.
6195,1924,"A vigorous rally in sterling, which came at midday after a weak start, featured the trading in the European exchanges yesterday. The movement carried the rate up to $4.70 3-16, an overnight gain of 1 3-16 cents, and best since Dec. 9. Dealers attributed the advance to good commercial buying, aided by bullish speculation for the rise following a decline of more than a week.   FOREIGN EXCHANGE.; Robust Gain in Sterling on Good Commercial Buying -- Other Rates Higher."
6196,1924,Condition after operation Operate on Mrs. Magnus Johnson.
6197,1924,"Vs Seton Hall LEHIGH QUINTET TRIUMPHS.; Schaub Brothers Lead Team to Victory Over Seton Hall, 43-29."
6198,1924, Miss Hotchklss to Wed on Jan. 3.
6199,1924,"L Gebhardt named, capt GEBHARDT NAMED CAPTAIN.; Lafayette Fullback Chosen to Lead 1925 Football Team."
6200,1924,Divd Gold Mining Company Reorganized.
6201,1924,Monday Opera Supper Club denies its funds used for visit Opera Club Denies Diversion of Its Funds To Entertain Grand Duchess on Visit Here
6202,1924,Senators say pending convention cannot be ratified with tariff subsidies barred WANT CHANGES MADE IN GERMAN TREATY; Senators Say Pending Convention Cannot Be Ratified With Tariff Subsidies Barred.
6203,1924,"F P Garvan says Germans are borrowing money in Wall St under Dawes plan, and using it to obtain control of Amer dye industry, in s before Boston Chamber of Commerce Garvan Says Germans Seek To Regain Dye Control Here"
6204,1924,"Marriage JOHN DRINKWATER WEDS.; English Dramatist, Divorced, Marries Miss Daisy Kennedy, Violinist."
6205,1924,"Aragon-Baldwin Cotton Mills formed in S C, by merger of Baldwin Cotton Mills, Glenn Lowry Mfg Co and Aragon Mills SOUTHERN MILLS UNITE.; Baldwin, Glenn Lowry and Aragon Companies Form New Corporation."
6206,1924,"Pres Johnson not likely to resign despite rebuke; Amer Leaguers say they will stand by him CLUB OWNERS WANT JOHNSON TO REMAIN; American Leaguers, Despite Rebuke to President, Say They Will Stand By Him."
6207,1924,Lr from A G Fox on W M Calder's ascribing Roosevelt's defeat mainly to stand against modification of Volstead act Signs of a Revolt by the People.
6208,1924,Buffalo Commercial merged with Buffalo Evening Post Buffalo Commercial Passes Out.
6209,1924,"N Y Clearing House breaks records for single day's clearings MORE THAN 200 BIDS FOR JERSEY BONDS; New York and Trenton Banking Firms Vie in Offers for $9,000,000 Issue."
6210,1924,Buys gates of Devonshire House BURDEN BUYS GATES OF DEVONSHIRE HOUSE; Urns and Pillars to Be Set Up on Long Island Estate -- Flats Replace Famous Building.
6211,1924,Says wolves never hunt in packs NOT GUILTY' MOTION BY FORBES REFUSED; Defense in Veterans' Bureau Conspiracy Trial Puts First Witness on Stand.
6212,1924,Filipinos ask how to join FILIPINOS SEEK LEAGUE'S ATTENTION; Ask International Labor Bureau How to Become a Member of That Body.
6213,1924,Ed TOPICS OF THE TIMES.
6214,1924,First State dinner; caterer omitted as example of economy Coolidges Give First State Dinner; Omit Caterer as an Example of Economy
6215,1924,"Start from Southampton delayed by fog FOG HALTS OLYMPIC, LOSING CHRISTMAS HERE; Lord Cecil, Galli-Curci, Pablo Casals and British Air Leaders Are on Delayed Liner."
6216,1924,"The Fordham football team will play eight games next season, according to the schedule given out yesterday. Providence, Gallaudet, Manhattan, University of Akron, New York University, Holy Cross, C.C.N.Y. and Georgetown will be seen in action against the Maroon in the order named.   FORDHAM ELEVEN TO PLAY IN OHIO; Game With Akron on Oct. 24 Is One of Eight Listed for Next Season."
6217,1924,"Scarlet Coat given in Trenton The Scarlet Coat"" Starts."
6218,1924,"Herbert H. Hammer of Brooklyn, the youthful balkline star who recently qualified for competition in amateur Class A billiards by compiling a grand average of twelve in winning the Interstate Class B 18.2 balkline title, will make his Class A debut on Monday night when he meets Edgar T. Appleby, holder of the international, national and Eastern Class 18.2 balkline titles, in the first match for the Metropolitan Challenge Cup at the Newark Athletic Club.   HAMMER TO MAKE DEBUT IN CLASS A; Will Play Edgar Appleby in Met. Challenge Cup 18.2 Tourney on Monday."
6219,1924," TIGER FIVE WILL TOUR.; Books Four Games in West, One With Ohio State Jan. 3."
6220,1924,Has trial on board track at 71st Regt Armory Lenglen Again Placed First In French Tennis Ranking
6221,1924,"House passes clause on increase in personnel 86,000 ENLISTED MEN APPROVED FOR NAVY; House Also Passes Clause of Bill for an Increase of Staff and Line Officers to 6,895."
6222,1924, Birth Notice 1 -- No Title
6223,1924,"Sawyer, W S cashier of American-La France Fire Engine Co, held up and robbed of payroll in transit THUGS TRAP AND KILL TROOPER IN REVENGE FOR FOILING HOLD-UP; Ambush Two New Jersey State Policemen Returning After Escorting $6,000 Payroll."
6224,1924,"Testimony by Edna Breese, S Huston and others FORBES NOT BRIBED, WITNESS TESTIFIES; Stenographer Asserts Director Was Not in Room as Sworn by Mortimer."
6225,1924,"Franco-Amer 3-cornered tourney between Conti, Grange and Derbier and Hoppe, Schaefer and Cochran planned FRENCH CUE STARS MAY PAY IN U.S.; Federation of France Plans to Send Conti, Derbier and Grange Across Ocean"
6226,1924," Sweet Sixteen"" for Nursery Benefit"
6227,1924,"Bridge, tunnel and road securities sold to N J banks JERSEY'S BANKS GET ALL OF BOND ISSUE; No New York Institutions Share in State Bridge, Tunnel and Road Securities."
6228,1924,"Jenufa, by L Janacek MUSIC"
6229,1924,"G Pease elected capt BUTLER ADDRESSES COLUMBIA ATHLETES; Calls Athletics Essential Part of Education at Varsity ""C"" Club Dinner. PEASE TO LEAD ELEVEN Star Quarterback Will Captain 1925 Team -- Koppisch Cheered as He Gets Fourth Football C."
6230,1924,"Founded in Chicago by daughter of J H Barker $750,000 PENSION FUND.; Mrs. Howard H. Spaulding Privides for Father's Employes."
6231,1924,"Mayor Hylan expressed his approval yesterday afternoon of the action taken by the city's counsel in withdrawing from the transit investigation. Both Corporation Counsel George P. Nicholson and Harry A. Gordon, special counsel of the Board of Estimate in transit matters, called on the Mayor at the City Hall and told them what had happened.   ACTION OF COUNSEL APPROVED BY HYLAN; Mayor Is Reported Considering Dispatch of Letter of Protest to Smith."
6232,1924,"Brown, R, suspected of rum running, shot dead by State troopers on refusal to halt STATE TROOPERS KILL SUSPECTED RUM RUNNER; He Falls Dead From Car Which Refuses to Stop on Bootleg Trail."
6233,1924,"Falconite, J, shot by Patrolman T Finn in attempt to escape after shooting wife POLICE BULLET GETS MAN WHO SHOT WIFE; Capture Made After Pistol Duel Following Chase Over Roofs and Race With Taxi."
6234,1924,Election of editors; L T Merchant of N Y C elected Chmn Princetonian Editors Elected.
6235,1924, Cubs Ban Barnstorming Trips.
6236,1924,Ziwar Pasha will not convoke it; note to Council in reply to petitions declares debate on crisis with Gt Britain would make matters worse ZIWAR WON'T CONVOKE EGYPTIAN PARLIAMENT; Premier Declares That Debates on the Crisis With Britain Would Make Matters Worse.
6237,1924, Longer Life for Debt Funding Board
6238,1924, Delaware Charters.
6239,1924, Chicago School Meet on June 5-6.
6240,1924,British boxers will meet Amer team in Boston on Feb 12 British Amateurs Will Make Debut in Boston Ring Feb. 12
6241,1924, Article 3 -- No Title
6242,1924, Sees No Danger to Health.
6243,1924,"Moore (Maj), T D, inventor, loses against N Y financiers in White Plains for exclusion from machine gun corp Loses His Million-Dollar Suit."
6244,1924, Chicago Gets Title Skating Meet.
6245,1924,"Sieveking (Mrs), R, jewelry; H Levy arrested BLACKJACK AND ROB WOMAN, 78, IN HOME; Three Thugs Take $3,000 From Delicatessen Keeper Who Didn't Trust Banks."
6246,1924,"Berlin Day, ed by A Kerensky, says Govt has fund for foreign revolts FUND FOR FOREIGN REVOLTS.; Kerensky Paper Tells of 200,000,000 Rubles Raised by Moscow."
6247,1924,Vs Ursinus LAFAYETTE BEATS URSINUS.; Captures Rough Game on New Court at Easton by 30 to 22.
6248,1924, Boston College Six to Meet McGill.
6249,1924, Penn State Names Soccer Leader.
6250,1924,"Plans for new passenger ship approved by Shipping Bd and by U S Navy Dept, which reports it could be converted into transport for troops NEW $6,560,000 LINER FOR PACIFIC APPROVED; Shipping Board Sanctions Hawaii Company Vessel -- Navy Finds It a Possible Transport."
6251,1924,"Grand Jury Bd restores to service list all members of so-called Almirall Grand Jury, removed in 1921, except C T Brainard and R F Almirall; members ALMIRALL JURORS RESTORED TO LISTS; All But Two of Famous Inquisitorial Body Again Available for Duty."
6252,1924,Ed The Hegira to Florida.
6253,1924,Letters awarded COLGATE HONORS PLAYERS.; Awards Letters to 17 Football Men and Team Manager.
6254,1924,Slightly better Premier Branting Slightly Better.
6255,1924, Marriage Announcement 1 -- No Title
6256,1924,House passes bill FOR NEW AIR MAIL ROUTES.; House Passes Bill Authorizing Their Establishment.
6257,1924,"Cost to State of his regime HUNGARY'S LOSS RECORDED.; Karolyi and Bela Kun Regimes Cost State 8,525,000,000 Crowns."
6258,1924,"Defeat BINGHAM BEATS HOLT FOR SENATE BY 40,591; But Republican Governor-Elect Has His Nov. 4 Majority Cut by 95,000. BEHIND IN LARGER CITIES He Is Expected to Be Inaugurated as Governor Before Taking His Seat at Washington."
6259,1924,"Stock markets COAL ROADS LEAD IN ACTIVE MARKET; Reading, Lehigh Valley and B. & O. Advance on Strong Buying. 48 STOCKS AT NEW HIGHS Average of 50 Issues Also Reaches New Top in Transactions of 1,916,850 Shares."
6260,1924,"Joe Canamere, crack Glencoe A.C. amateur welterweight, won one of the hardest battles of his career last night in Madison Square Garden, where, before a crowd of about 3,000 cheering supporters of the amateur ring sport, he added Mike Reilly, rugged St. Jerome's Catholic Club boxer, to his list of vanquished rivals in a special bout at 147 pounds which featured the closing night of the Metropolitan.   CANAMERE WINNER IN AMATEUR BOUT; Outpoints Reilly in Special Contest at Met. A.A.U. Tourney in the Garden. KENNY VICTOR OVER KEHR Carries Off Decision After Battle Goes an Extra Round -- Susco Scores Knockout."
6261,1924,Parliamentary Labor Party deplores praise of Soviet; will pub views DEPLORE PRAISE OF SOVIET.; British Labor Party Leaders Will Issue a Statement of Their Views.
6262,1924,Death car inspected INSPECT ROGERS DEATH CAR; Miss Schneider's Brother-in-Law Testifies at North Haven Hearing.
6263,1924,"Pres Coolidge asks appropriation of House for refunds for fiscal yr ended June 30, 1925 ASKS $50,000,000 FOR TAX REFUNDS; President Coolidge's Request to the House Anticipates Payments Up to March, 1925."
6264,1924, VERMONT DATES NAMED.; Lists Thirteen Games for the Varsity Baseball Team.
6265,1924,Report that Amoskeag Mfg Co is considering production Amoskeag Mills May Make Linens.
6266,1924,"Atty Gen Stone orders Federal inquiry following conf with Mrs Willebrandt, Winne, Van Riper and Sen Edge; E C Yellowley, dry chief, makes secret inquiry DRY ENFORCEMENT INQUIRY IN JERSEY ORDERED BY STONE; Charges That Federal Attorney Has Been Lax Will Be Thoroughly Sifted. TO COVER WHOLE STATE Attorney General Makes Announcement After Conference With Officials Concerned. EDGE ATTENDS MEETING Senator Denounces Dry Superintendent for Charge That He Stocked a Car With Liquor. INQUIRY IN JERSEY ORDERED BY STONE"
6267,1924,"Instructs jury to return, verdict of guilty against S Urban, victim of alcoholic mania, at trial for shooting of Patrolman D O'Brien SLAYER IS SET FREE AFTER DEATH SENTENCE; Court Rules Pittsburgh Man Cannot Be Tried for First and Second Degree Murder at Same Time."
6268,1924,"Lr of thanks to S B Cloudman, 98, for long trip to vote for him COOLIDGE LAUDS OLD VOTER; Thanks Him for Long Trip to the Polls at the Age of 98."
6269,1924," BOSTON A.A. WINS IN HOCKEY BATTLE; Triumphs Over Boston H.C. Sextet in Amateur League Game, 4-1 -- Van Gerbig Star."
6270,1924, Article 3 -- No Title
6271,1924,Capt Eldridge breaks own world's record for 5 kilometers in France English Auto Driver Breaks Own World Record in France
6272,1924, NOTRE DAME DATE CHANGED; Penn State Will Meet Rockne's Team Nov. 7 Instead of Oct. 24.
6273,1924,Candidates FOREIGN EXCHANGE.; Heaviness in French and Spanish on Moroccan Situation Forces General Reaction.
6274,1924,"ST. LOUIS, Mo., Dec. 18. -- Phil Ball, President of the St. Louis Americans, in commenting today upon the action of major league club owners at yesterday's meeting in Chicago, in rebuking President Ban Johnson of the American League, declared that ""the biggest figure in the national game has been a victim of men whose gratitude has bowed to the dollar sign.""   Ball Condemns League Action."
6275,1924,Ban on oysters and shellfish as precaution against typhoid fever BAN PUT ON OYSTERS FROM NEAR-BY WATERS; Monaghan Issues Order Pending Report on Survey -- Warns Against Uncooked Shellfish.
6276,1924, Three New York Boxers Win.
6277,1924,"A violent upward movement in certain high-priced favorites like American Can, General Electric, Delaware  Hudson and Delaware, Lackawanna  Western carried the average of fifty rerpesentative stocks to a new high level for the current year yesterday. The activity and strength in these issues stimulated speculation in all sections of the list, and net gains ranging from 1 to 3 points were again numerous.   TOPICS IN WALL STREET."
6278,1924,"H Ford orders rails for D, T & I R R in Belgium Article 6 -- No Title"
6279,1924," 9 GAMES FOR GEORGETOWN.; One Football Date Still Open, Little Announces."
6280,1924,"Bingham elected; returns BINGHAM WON BY 40,524.; Revised Returns Give Him 112,273 to Holt's 71,749 for Senator."
6281,1924,"Monday Afternoon Club, women's organization, buys home WOMAN'S CLUB BUYS HOME; Organization at Plainfield, N.J. Purchases Jewett Residence."
6282,1924,"England tells League of Nations that Iraq, Palestine and Transjordania object to their portion of Ottoman public debt provided by Lausanne Treaty PROTEST ON OTTOMAN DEBT; Iraq, Palestine and Transjordania File Objections With League."
6283,1924,"Death PROF. DAVID NEUMARK DIES.; Noted Jewish Philosopher and Author Expires After an Operation,"
6284,1924,Pays tribute to memory of late Gov Glynn of N Y in House Tribute to Glynn in the House.
6285,1924,"Radio Corporation of Amer will build super-station PLANS 'SUPER-STATION' FOR THE PHILIPPINES; Radio Corporation of America Wants Closer Touch With the Islands, Says Official."
6286,1924,Missouri Press Assn protests against proposed rates MISSOURI PAPERS OBJECT.; Telegrams Say 500 Will Be Hit if Postal Rates Are Raised.
6287,1924,"Following close upon a series of sales, leases and profit-taking on and adjacent to Fifth Avenue in the midtown section another important transaction was closed yesterday whereby Brentano's secured thorugh William A. White  Sons, brokers, after negotiating for several months, a large space in the new building on the north side of Forty-seventh Street, adjoining the Fifth Avenue corner.   LATEST DEALINGS IN REALTY FIELD; Brentano's Lease 30,000 Square Feet of Space in the Fifth Avenue Shopping Zone."
6288,1924,Condition DECIDE TO OPERATE ON WILBERT ROBINSON; Baltimore Physicians Reverse Verdict Following Consultation Over Manager's Condition.
6289,1924,"NEW HAVEN, Conn., Dec. 17. -- Manager Tibbs of the Yale basketball team tonight announced the ten players who will make the Christmas trip, which will be as for south as Annapolis. Three games will be played, the team meeting the Newark A.C. in Newark Jan. 1, Pennsylvania in Philadelphia Jan. 3 in a regular intercollegiate match, and the Navy in Annapolis Jan. 5.   YALE PICKS PLAYERS FOR HOLIDAY TRIPS; Ten Basketball and Thirteen Hockey Regulars Named for Vacation Games."
6290,1924,"CAMBRIDGE, Mass., Dec. 18. -- Athletes swept the field in the election fight for senior class offices at Harvard this week, and this includes a number of men connected with sports as managers. Despite the loss to Yale of five major sports last college year and football this Fall, the athletes, a great many of whom were nominated, won easily.   HARVARD STARS POPULAR.; Many Crimson Athletes Triumph in Senior Class Erections."
6291,1924,London negro descendants of slaves in U S will put wreath on Lincoln statue in Parliament Sq on anniversary of abolition of slavery in 1865 London Negroes to Honor Lincoln.
6292,1924,Marx also fails to form Govt MARX ALSO FAILS IN CABINET QUEST; German President May Call for Socialist Leader to See if He Can Form a Ministry.
6293,1924,"Schwarzkopf & Ruckert, cigar factory; horses saved from adjoining stables POISON LIQUOR LIST NUMBERS 25 DEAD; Two Deaths Reported Yesterday and 18 Victims Admitted to Bellevue. SOME MAY BECOME BLIND Police and Dry Agents So Far Unable to Discover Source of Flood of Bad Liquor. MANY PRE-HOLIDAY RAIDS 1,200 Gallons of Whisky in Barrels Marked ""Dry Goods"" Seized in Brooklyn."
6294,1924,Installed at Tokio as Amb to U S Japanese Premier Discloses Fleet Visit Offer; New Ambassador Stresses Peace Obligation
6295,1924,Predicts prosperity in 1925 EARLY WHEAT GAINS LOST AT THE CLOSE; Break on Sales Follow Early Bulge That Passes All Records of the Season.
6296,1924,Ed THE AIRPLANE'S COMING OF AGE.
6297,1924,Metropolitan Assn tourneys BRITISH NAME TEAM TO BOX AGAINST U.S; Amateur Association Selects Five Who Will Compete in This Country in 1925.
6298,1924, HOLIDAY TRAVELERS GOING ON MAJESTIC; Liner Sailing Today Will Be Last Ship to Reach Europe for Christmas.
6299,1924,"Hamilton Grange, a six-story elevator apartment house at the southwest corner of Convent Avenue and 143d Street, on a plot 100 by 125 feet, has been bought by the 310 Convent Avenue Corporation, a group of investors organized by Arnold Lichtig. Irving Burstein is the seller.   INVESTORS BUY APARTMENT.; New Company Takes Over the Hamilton Grange."
6300,1924,"I C C asked to extend time for installation HEAVY FINANCING WILL CLOSE YEAR; Domestic Demand for $75,000,000 Will Be Exceeded by Foreign Flotations."
6301,1924, Article 2 -- No Title
6302,1924,Philadelphia oarsmen plan drive to bring cup back to U S Oarsmen Plan Drive to Regain Gold Challenge Cup for U.S.
6303,1924,"J B Shevan, former official of Chicago & Northern R R, vs Dr S Brown and others connected with Kenilworth Sanatorium for alleged illegal detention causing him to lose his job WAS HELD PRISONER, EX-RAIL OFFICIAL SAYS; James B. Sheean Sues Chicago Doctors for $300,000, Asserting That He Lost His Job."
6304,1924,"Prices advance, on rumors that N Y Central and Pa R Rs seek control LEHIGH VALLEY UP ON CONTROL RUMOR; Stock Advance Is Laid to Bidding by Pennsylvania and New York Central Roads."
6305,1924,"Arrangements have been completed for Wall Street's Community Christmas Tree and Carol Singing festival, which will be held in the financial district next Tuesday afternoon, immediately after the suspension of business on the New York Stock Exchange. In addition to the main celebration a supplemental program has been arranged for Wednesday noon.   WALL ST. ARRANGES CHRISTMAS PROGRAM; Annual Celebration Opposite Stock Exchange to Be Held on Tuesday Afternoon."
6306,1924,Appointed by Gov Smith to investigate withdrawal of Commonwealth Engineering Co's bid on new S Bklyn State Arsenal GOVERNOR ORDERS INQUIRY.; Names Architect Jones to Investigate Withdrawal of Arsenal Bid.
6307,1924,Eds DIRIGIBLES STILL EXPERIMENTAL.
6308,1924,31 new cases in N Y C POLICE AUTO GRAFT INQUIRY IS BEGUN; Central Park Traffic Officer Accused in a Case Involving a $10 Bribe Proposal.
6309,1924,"Denies any intention of reflecting on integrity of Sen Underwood, at Sen Com investigation of his editorial attacking Muscle Shoals nitrate plant bill Article 2 -- No Title"
6310,1924,"Joseph P. Day conducted a special sales day in the Vesey Street Salesroom yesterday which comprised parcels in Manhattan, the Bronx and Queens. In a partition sale, the property at the intersection of Hunter Avenue and Prospect Street, known as 59 to 71 Hunter Avenue, Long Island City, and consisting of seven two-story dwellings, was sold to Henry Weinberg for $20,250.   RESULTS AT AUCTION.; Tenement House Properties Sold In a Partition Offering."
6311,1924,"Illinois (battleship), turned over to N Y S Militia to be used as floating armory and drill ship WOULD BAR POLITICS FROM PARK SYSTEM; Group of Landscape Architects Here Suggests a Permanent Board."
6312,1924,Stock markets Live Stock Markets at Chicago.
6313,1924,Body arrives in Washington; plans for service in N Y C WASHINGTON HONORS GOMPERS IN DEATH; Military Escort Accompanies Coffin From Station to Federation of Labor Building.
